Artist,Title,Price,Low Estimate,High Estimate,Signature,Dummy Signature,Height,Width,Depth,Edition,Year Created,Medium,Medium_new,Medium_Method_Category,Auction Lot,Auction Date,Auction Year,Auction House
Francis Newton Souza,Lovers,218500,150000,180000,Signed and Dated,1,113,174,,,1964,Oil / Linen,Painting,Oil,98,6/18/2008,2008,Saffron Art
Krishen Khanna,Study of Pieta,23580,20000,22500,Signed Lower Right,1,50.8,40.6,,,N/A,Oil / Canvas,Painting,Oil,101,6/18/2008,2008,Saffron Art
Krishen Khanna,Potrait in Retrospect,14380,12500,15000,Signed and Dated,1,35.6,24.1,,,2005,Oil / Canvas,Painting,Oil,102,6/18/2008,2008,Saffron Art
Jagdish Swaminathan,Untitled,218500,150000,175000,Unavailable,0,91.4,83.8,,,N/A,Oil / Canvas,Painting,Oil,104,6/18/2008,2008,Saffron Art
Sakti Burman,Les Mysterieuses,37950,30000,40000,Signed Lower Right,1,58.4,44.4,,,N/A,Oil / Canvas,Painting,Oil,105,6/18/2008,2008,Saffron Art
K M Adimoolam,Still Life with a Clock,3048,2500,3125,Signed and Dated,1,31.8,48.3,,,2006,Ink and wash / Paper,Works on Paper,Ink,110,6/18/2008,2008,Saffron Art
Bikash Bhattacharjee,Untitled,132250,112500,137500,Signed and Dated,1,88.9,151.1,,,1990,Oil / Canvas,Painting,Oil,112,6/18/2008,2008,Saffron Art
K Laxma Goud,Untitled,17250,15000,17500,Signed and Dated,1,54.6,74.9,,,1967,Oil / Paper,Works on Paper,Oil,113,6/18/2008,2008,Saffron Art
K Laxma Goud,Untitled,19260,10000,12500,Signed and Dated,1,26.7,35.6,,,2004,Watercolor and pencil / Board,Painting,Watercolor,114,6/18/2008,2008,Saffron Art
Maqbool Fida Husain,Untitled,72390,37500,45000,Signed Lower Right,1,52.1,73.7,,,1974,Watercolor / Paper,Works on Paper,Watercolor,116,6/18/2008,2008,Saffron Art
Maqbool Fida Husain,Untitled (set of 2),18980,16500,17500,Signed,1,36.8,27.9,,,N/A,Pen and ink / Paper,Works on Paper,Ink,117,6/18/2008,2008,Saffron Art
Maqbool Fida Husain,Untitled,379500,225000,300000,Signed,1,53,50,,,N/A,Oil / Canvas,Painting,Oil,118,6/18/2008,2008,Saffron Art
Meera Mukherjee,Untitled,44280,20000,22500,Unavailable,0,25.4,27.9,15.2,,N/A,Bronze,Sculpture,Metal,120,6/18/2008,2008,Saffron Art
Meera Mukherjee,Untitled (set of 3),13230,11250,13750,Signed,1,25.4,17.8,,,N/A,Watercolor / Paper,Works on Paper,Watercolor,121,6/18/2008,2008,Saffron Art
Ram Kumar,Untitled,20700,18000,22000,Signed and Dated,1,43.2,55.9,,,1993,Acrylic / Paper,Works on Paper,Acrylic,123,6/18/2008,2008,Saffron Art
Akbar Padamsee,Untitled,34500,30000,37500,Unavailable,0,26.7,15.2,15.2,3 out of 4,N/A,Bronze,Sculpture,Metal,124,6/18/2008,2008,Saffron Art
Akbar Padamsee,Untitled,7190,6250,7500,Signed and Dated,1,29.2,21.6,,,1960,Charcoal / Paper,Works on Paper,Charcoal,126,6/18/2008,2008,Saffron Art
Badri Narayan,Still-life with Winged Mermaid,5810,2250,3000,Signed Initials,1,19.1,19.1,,,1999,Watercolor and ink / Paper,Works on Paper,Watercolor,127,6/18/2008,2008,Saffron Art
Prabhakar Barwe,The Post Card,5750,5000,6000,Signed and Dated,1,22.9,30.5,,,1992,Tempera / Paper,Works on Paper,Tempera,129,6/18/2008,2008,Saffron Art
Himmat Shah,Head of a King,47150,25000,30000,Signed and Dated,1,72.4,17.8,17.8,2 out of 5,2006,Bronze,Sculpture,Metal,130,6/18/2008,2008,Saffron Art
Ganesh Pyne,Untitled,17250,15000,17500,Signed and Dated,1,34.3,34.3,,,1989,Pencil and pastel / Paper,Works on Paper,Pencil,131,6/18/2008,2008,Saffron Art
Arpita Singh,Untitled,14380,12500,15000,Signed and Dated,1,34.3,33,,,1992,Pen and ink / Paper,Works on Paper,Ink,132,6/18/2008,2008,Saffron Art
Lalu Prasad Shaw,Untitled,25300,15000,17500,Signed and Dated,1,45.7,35.6,,,2004,Tempera / Paper,Works on Paper,Tempera,133,6/18/2008,2008,Saffron Art
K M Adimoolam,Untitled,27030,12500,15000,Signed and Dated,1,58.4,151.1,,,N/A,Oil / Canvas,Painting,Oil,134,6/18/2008,2008,Saffron Art
Bikash Bhattacharjee,Untitled,17250,15000,20000,Signed and Dated,1,74.9,49.5,,,1998,Oil Pastel / Paper,Works on Paper,Oil,137,6/18/2008,2008,Saffron Art
K Laxma Goud,Untitled,14200,12000,15000,Signed and Dated,1,44.5,49.5,,,1983,Charcoal and graphite / Paper,Works on Paper,Charcoal,140,6/18/2008,2008,Saffron Art
Sudhir Patwardhan,The Clearing,232880,125000,150000,Inscribed,1,137.2,182.9,,,N/A,Acrylic / Canvas,Painting,Acrylic,1,9/03/2008,2008,Saffron Art
Natraj Sharma,Deconstructing Time,57500,37500,45000,Signed and Dated,1,53.3,146.1,,,N/A,"Watercolor, acrylic and oil / Paper on board",Works on Paper,Watercolor,2,9/03/2008,2008,Saffron Art
Chittrovanu Mazumdar,Untitled,12360,5630,6880,Signed,1,44.5,44.5,,,N/A,Acrylic / Canvas,Painting,Acrylic,4,9/03/2008,2008,Saffron Art
Atul Dodiya,Walking Man,51750,45000,55000,Signed and Dated,1,53.3,53.3,,,N/A,Oil / Paper,Works on Paper,Oil,5,9/03/2008,2008,Saffron Art
Sudarshan Shetty,Lost Bodies,83380,37500,50000,Signed and Dated,1,181.6,119.4,,,N/A,Mixed Media / Canvas,Mixed Media,Mixed Media,6,9/03/2008,2008,Saffron Art
Anandajit Ray,Untitled,19260,7500,10000,Unavailable,0,50.8,61,,,N/A,Mixed Media / Paper on board,Mixed Media,Mixed Media,8,9/03/2008,2008,Saffron Art
Shibu Natesan,Poet Kumaranasan,16500,12000,15000,Signed and Dated,1,35.6,40.6,,,N/A,Oil / Canvas,Painting,Oil,10,9/03/2008,2008,Saffron Art
Jagannath Panda,The Bachelor on the Terrace II,77630,20000,25000,Signed and Dated,1,121.9,91.4,,,N/A,Acrylic / Canvas,Painting,Acrylic,15,9/03/2008,2008,Saffron Art
Hema Upadhyay,Bleeding Hearts,60380,30000,37500,Signed and Dated,1,180.3,110.5,,,N/A,"gouache, arcylic, dry pastels, and photograph / Paper",Mixed Media,Gouache,16,9/03/2008,2008,Saffron Art
Rajesh Ram,Untitled,8910,5000,6000,Signed and Dated,1,135.9,196.8,,,N/A,Oil / Canvas,Painting,Oil,17,9/03/2008,2008,Saffron Art
Jitish Kallat,BND - Brand New Divinity,169630,62500,75000,Inscribed,1,232.4,170.2,,,N/A,Mixed Media / Canvas,Mixed Media,Mixed Media,18,9/03/2008,2008,Saffron Art
Prajakta Palav Aher,Kachra I,17830,5000,6250,Signed,1,54.6,69.8,,,N/A,watercolor and acrylic / Paper,Works on Paper,Watercolor,19,9/03/2008,2008,Saffron Art
Phaneendra Nath Chaturvedi,The Butterfly,25010,6250,7500,Signed and Dated,1,134.6,203.2,,,N/A,Dry pastel and pencil / Paper,Works on Paper,Pastel,20,9/03/2008,2008,Saffron Art
Nicola Durvasula,"A)The Design of Accessories, b)Untitled",3623,3125,4375,Signed and Dated,1,28,41,,,2006,Gouache and pencil / Paper,Works on Paper,Gouache,26,9/03/2008,2008,Saffron Art
Mayyur Kailash Gupta,Two Friends,4600,4000,5000,Inscribed,1,64.8,43.2,30.5,,2006,Copper and silver foil on wood,Mixed Media,Metal,27,9/03/2008,2008,Saffron Art
Gopikrishna,Frog Catchers of Udiyankulangara,43700,30000,37500,Signed and Dated,1,179.1,151.1,,,2006,Oil / Canvas,Painting,Oil,31,9/03/2008,2008,Saffron Art
Anandajit Ray,Untitled,6610,5000,7500,Signed,1,69.8,49.5,,,N/A,Mixed Media / Paper,Mixed Media,Mixed Media,32,9/03/2008,2008,Saffron Art
Tushar Joag,Untitled,38990,12500,15000,Unavailable,0,111.8,149.9,,,N/A,Pastel / Paper,Works on Paper,Pastel,33,9/03/2008,2008,Saffron Art
TV Santhosh,When your Target Cries for Mercy,701500,125000,150000,Signed,1,182.9,243.8,,,2007,Oil / Canvas,Painting,Oil,36,9/03/2008,2008,Saffron Art
Anant Joshi,Mask and Red Chilly,12940,11250,13750,Unavailable,0,22.9,108,,,1998,Mixed Media / Board,Mixed Media,Mixed Media,37,9/03/2008,2008,Saffron Art
G R Iranna,Untitled,16680,12500,15000,Signed and Dated,1,76.2,76.2,,,2007,Oil / Canvas,Painting,Oil,38,9/03/2008,2008,Saffron Art
Mithu Sen,Untitled,106380,25000,30000,Signed and Dated,1,208.3,104.1,,,2006,Mixed Media / Paper,Mixed Media,Mixed Media,39,9/03/2008,2008,Saffron Art
Riyas Komu,Friend in Heaven,28750,25000,30000,Signed and Dated,1,91.4,121.9,,,2002,"acrylic, marble grain and enamel / Canvas",Painting,Acrylic,40,9/03/2008,2008,Saffron Art
Hema Upadhyay,Untitled,30480,12500,15000,Signed and Dated,1,30.5,30.5,,,2007,Mixed Media / Paper,Mixed Media,Mixed Media,41,9/03/2008,2008,Saffron Art
Sumedh Rajendran,Untitled,7190,5000,6250,Signed and Dated,1,71.1,99.1,,,2007,Mixed Media / Paper,Mixed Media,Mixed Media,43,9/03/2008,2008,Saffron Art
Dhananjay Singh,Untitled,3536,625,875,Signed and Dated,1,76.2,55.9,,,2007,Watercolor / Paper,Works on Paper,Watercolor,44,9/03/2008,2008,Saffron Art
Jitish Kallat,Collateral Damage,22710,7500,10000,Unavailable,0,74.9,54.6,,,N/A,Mixed Media / Paper,Mixed Media,Mixed Media,45,9/03/2008,2008,Saffron Art
Jayashri Chakravarty,Untitled,97750,62500,75000,Signed and Dated,1,180.3,135.9,,,2006,Oil and acrylic / Canvas,Painting,Oil,47,9/03/2008,2008,Saffron Art
Atul Dodiya,Fakir with Long Nail - I,57500,50000,62500,Signed and Dated,1,74.9,54.6,,,2002,Watercolor / Paper,Works on Paper,Watercolor,49,9/03/2008,2008,Saffron Art
Anita Dube,A) Victor b) Victoria,100630,45000,55000,Unavailable,0,,,,,2003,Fiber glass mannequin and cloth,Mixed Media,Fiberglass,50,9/03/2008,2008,Saffron Art
Manisha Parekh,Mindscape - Red - 2,7190,6250,7500,Signed and Dated,1,50.8,50.8,,,2007,Paper / Board,Works on Paper,Paper,51,9/03/2008,2008,Saffron Art
Anju Dodiya,The Site,267380,100000,150000,Signed and Dated,1,198.1,116.8,20.3,,2005,Acrylic on mattress,Painting,Acrylic,52,9/03/2008,2008,Saffron Art
Subodh (Suman) Gupta,Saat Samundra Par (Across the Seven Seas),850000,500000,700000,Signed and Dated,1,166.4,228.6,,,2004,Oil / Canvas,Painting,Oil,53,9/03/2008,2008,Saffron Art
Shibu Natesan,Gandhi,49910,18000,22000,Signed and Dated,1,61,45.7,,,2005,Oil / Board,Painting,Oil,54,9/03/2008,2008,Saffron Art
Jagannath Panda,Home Grown,209880,75000,100000,Signed and Dated,1,198.1,381,,,2008,Acrylic and fabric / Canvas,Painting,Acrylic,55,9/03/2008,2008,Saffron Art
G R Iranna,Untitled,80500,45000,55000,Signed and Dated,1,168.9,237.5,,,2006,Mixed Media on tarpaulin,Mixed Media,Mixed Media,56,9/03/2008,2008,Saffron Art
Riyas Komu,Untitled,32780,17500,20000,Signed and Dated,1,61,121.9,,,2004,Acrylic oil and enamel / Canvas,Painting,Acrylic,58,9/03/2008,2008,Saffron Art
Hema Upadhyay,Replicante,28750,12000,15000,Inscribed,1,86.4,111.8,,,N/A,Mixed Media / Paper,Mixed Media,Mixed Media,60,9/03/2008,2008,Saffron Art
Justin Ponmany,Genuine Conquest,123630,50000,62500,Signed,1,190.5,243.8,,,N/A,Acrylic and hologram / Canvas,Painting,Acrylic,61,9/03/2008,2008,Saffron Art
Debanjan Roy,India Shining I (Gandhi and the Laptop),35770,10000,12000,Signed and Dated,1,72.4,97.8,113,2 out of 5,2007,Painted fiberglass with mattress and bolster,Sculpture,Painted Materials,62,9/03/2008,2008,Saffron Art
Ram Bali Chauhan,Untitled,10060,3750,5000,Signed and Dated,1,152.4,198.1,,,2007,Acrylic / Canvas,Painting,Acrylic,64,9/03/2008,2008,Saffron Art
Rajesh Ram,Untitled,9780,5000,6000,Unavailable,0,135.9,196.8,,,N/A,Oil / Canvas,Painting,Oil,65,9/03/2008,2008,Saffron Art
Kishore Shinde,Untitled,21280,10000,12500,Signed and Dated,1,91.4,182.9,,,2007,Oil / Canvas,Painting,Oil,67,9/03/2008,2008,Saffron Art
Subodh (Suman) Gupta,Idol Thief I,1070000,500000,700000,Signed and Dated,1,167.6,226.1,,,2005,Oil / Canvas,Painting,Oil,71,9/03/2008,2008,Saffron Art
Manisha Parekh,Waiting,20130,17500,20000,Signed and Dated,1,121.9,121.9,,,2006,Layers of handmade paper and cord / Board,Works on Paper,Paper,72,9/03/2008,2008,Saffron Art
Ravi Kumar Kashi,Pinnacle,11790,8750,11250,Signed and Dated,1,182.9,121.9,,,2007,Acrylic / Canvas,Painting,Acrylic,75,9/03/2008,2008,Saffron Art
TV Santhosh,How Far you Fly?,106380,40000,50000,Signed and Dated,1,91.4,121.9,,,2002,Oil / Canvas,Painting,Oil,77,9/03/2008,2008,Saffron Art
Sudhansu B Sutar,Untitled,15810,7500,10000,Inscribed and Signed,1,182.9,91.4,,,2005,Acrylic / Canvas,Painting,Acrylic,78,9/03/2008,2008,Saffron Art
Alwar Balasubramaniam,Untitled,10060,8750,11250,Signed and Dated,1,38.1,53.3,,,1999,Mixed Media / Paper on board,Mixed Media,Mixed Media,79,9/03/2008,2008,Saffron Art
Jitish Kallat,Dial-A-Dream (Diagram of Hope),123050,90000,100000,Inscribed and Signed,1,151.1,174,,,2002,Oil / Canvas,Painting,Oil,81,9/03/2008,2008,Saffron Art
Ram Bali Chauhan,Men at Work,9800,3750,5000,Signed and Dated,1,152.4,198.1,,,2008,Acrylic / Canvas,Painting,Acrylic,82,9/03/2008,2008,Saffron Art
Phaneendra Nath Chaturvedi,The Man with Telephone,9920,6250,7500,Signed and Dated,1,134.6,203.2,,,2008,"Watercolor and pencil digital C-print, and acrylic / Paper",Mixed Media,Watercolor,84,9/03/2008,2008,Saffron Art
Dhananjay Singh,Untitled,28780,15000,17500,Inscribed,1,160,96.5,66,,2007,Bronze and copper wire,Sculpture,Metal,85,9/03/2008,2008,Saffron Art
Arpana Caur,"Tree of Suffering, Tree of Enlightenment",28750,20000,25000,Signed and Dated,1,144.8,204.5,,,2000,Oil / Canvas,Painting,Oil,86,9/03/2008,2008,Saffron Art
Baiju Parthan,Progression (Last supper - after Da Vinci),77630,62500,75000,Signed and Dated,1,90.2,242.6,,,2008,Oil and acrylic / Canvas,Painting,Oil,87,9/03/2008,2008,Saffron Art
Chittrovanu Mazumdar,Untitled,7760,5630,6880,Signed Lower Left,1,44.5,44.5,,,N/A,Acrylic / Canvas,Painting,Acrylic,88,9/03/2008,2008,Saffron Art
Sujata Bajaj,Eclat,28780,17500,20000,Signed and Dated,1,149.5,68.6,,,2007,Acrylic / Canvas,Painting,Acrylic,89,9/03/2008,2008,Saffron Art
Kishore Shinde,Untitled,9060,5630,6880,Signed and Dated,1,61,121.9,,,2006,Oil / Canvas,Painting,Oil,92,9/03/2008,2008,Saffron Art
Bari Kumar,Arbeit Macht Frei,16960,12500,17500,Signed and Dated,1,88.9,88.9,,,2006,Oil / Canvas,Painting,Oil,96,9/03/2008,2008,Saffron Art
Rajnish Kaur,Present Times,6610,5000,7500,Signed and Dated,1,53.3,35.6,,,1996,Oil and acrylic / Paper,Works on Paper,Oil,97,9/03/2008,2008,Saffron Art
TV Santhosh,Untitled,16680,10000,12500,Signed and Dated,1,55.9,76.2,,,2006,Watercolor / Paper,Works on Paper,Watercolor,98,9/03/2008,2008,Saffron Art
Sudhansu B Sutar,Untitled,24440,8750,11250,Signed and Dated,1,,,,,2007,Mixed Media / Canvasboard,Mixed Media,Mixed Media,101,9/03/2008,2008,Saffron Art
Sudhansu B Sutar,Untitled,48880,37500,45000,Signed and Dated,1,91.4,243.8,243.8,,2007,Mixed Media,Mixed Media,Mixed Media,102,9/03/2008,2008,Saffron Art
G R Iranna,Lessen for Blindness,181120,45000,55000,Signed and Dated,1,132.1,336.6,,,2007,Mixed Media on tarpaulin,Mixed Media,Mixed Media,104,9/03/2008,2008,Saffron Art
Gigi Scaria,Untitled,14660,5000,7500,Signed and Dated,1,97.8,71.1,,,2007,Acrylic / Paper,Works on Paper,Acrylic,105,9/03/2008,2008,Saffron Art
George Martin PJ,Slice of Ambience - IV,25010,12500,15000,Signed and Dated,1,147.3,147.3,,,2007,Acrylic / Canvas,Painting,Acrylic,106,9/03/2008,2008,Saffron Art
Jitish Kallat,"Bon Voyage (Flesh, Bone, Blood and Brain)",64980,15000,18000,Inscribed and Signed,1,36.8,111.8,,,2001,Oil / Canvas,Painting,Oil,108,9/03/2008,2008,Saffron Art
Ram Bali Chauhan,War Result,8710,3750,5000,Signed and Dated,1,152.4,198.1,,,2008,Acrylic / Canvas,Painting,Acrylic,109,9/03/2008,2008,Saffron Art
Prajakta Palav Aher,Sun Set Point,5750,5000,6000,Signed and Dated,1,71.1,55.9,,,2004,Mixed Media / Paper,Mixed Media,Mixed Media,110,9/03/2008,2008,Saffron Art
Surendran Nair,Pyasa (for Guru Dutt),80500,60000,70000,Signed and Dated,1,87.6,62.2,,,2000,Oil / Canvas,Painting,Oil,112,9/03/2008,2008,Saffron Art
Kishore Shinde,Untitled,14660,10000,12500,Signed and Dated,1,144.8,144.8,,,2003,Oil / Canvas,Painting,Oil,113,9/03/2008,2008,Saffron Art
Subodh (Suman) Gupta,Baggage,41110,7500,10000,Inscribed and Signed,1,26.7,17.8,,,2003,Mixed Media / Paper,Mixed Media,Mixed Media,115,9/03/2008,2008,Saffron Art
Shibu Natesan,Against the Wind,198380,125000,150000,Signed and Dated,1,176.5,210.8,,,2003,Oil / Canvas,Painting,Oil,117,9/03/2008,2008,Saffron Art
Anandajit Ray,Untitled,6040,5000,7500,Signed,1,69.8,49.5,,,N/A,Mixed Media / Paper,Mixed Media,Mixed Media,118,9/03/2008,2008,Saffron Art
Alok Bal,Black Landscape,10060,6250,7500,Signed and Dated,1,148.6,148.6,,,2006,Acrylic and emulsion / Canvas,Painting,Acrylic,121,9/03/2008,2008,Saffron Art
Arunanshu Chowdhury,The Heritage Tour Guide - 3,14090,10000,12500,Signed and Dated,1,121.9,152.4,,,2007,Acrylic and oil / Canvas,Painting,Acrylic,122,9/03/2008,2008,Saffron Art
Sudhansu B Sutar,Untitled,23580,15000,17500,Signed and Dated,1,119.4,182.9,,,2007,Mixed Media / Canvas,Mixed Media,Mixed Media,123,9/03/2008,2008,Saffron Art
G R Iranna,Untitled,37950,30000,37500,Signed and Dated,1,129.5,167.6,,,2005,Mixed Media / Canvas,Mixed Media,Mixed Media,124,9/03/2008,2008,Saffron Art
Jagannath Panda,Rest,28750,15000,20000,Inscribed,1,41.9,68.6,43.2,,2006,Cloth on fiberglass,Sculpture,Cloth,125,9/03/2008,2008,Saffron Art
Sumedh Rajendran,Untitled,20130,17500,20000,Unavailable,0,116.8,147.3,54.6,,N/A,Mixed Media,Mixed Media,Mixed Media,126,9/03/2008,2008,Saffron Art
Jitish Kallat,Stations of Pause,51750,30000,40000,Unavailable,0,,,,,2005,Mixed Media / Paper,Mixed Media,Mixed Media,128,9/03/2008,2008,Saffron Art
Dhananjay Singh,Untitled,5320,625,875,Signed and Dated,1,82.5,58.4,,,2007,Watercolor / Paper,Works on Paper,Watercolor,129,9/03/2008,2008,Saffron Art
Phaneendra Nath Chaturvedi,The Degiman,12310,2500,3750,Signed and Dated,1,152.4,101.6,,,2007,Pencil and acrylic / Paper,Works on Paper,Pencil,130,9/03/2008,2008,Saffron Art
Kattingeri Krishna Hebbar,Fish Haul,28940,25000,31250,Signed and Dated,1,55.9,71.1,,,1993,Oil / Canvas,Painting,Oil,1,2/10/2008,2008,Saffron Art
Maqbool Fida Husain,Untitled,23000,12500,14590,Signed and Dated,1,40.6,30.5,,,2007,Watercolor / Paper,Works on Paper,Watercolor,2,2/10/2008,2008,Saffron Art
Maqbool Fida Husain,Untitled,86260,41670,52090,Signed and Dated,1,88.9,58.4,,,1986,Airbrush / Canvas,Painting,Airbrush,3,2/10/2008,2008,Saffron Art
Maqbool Fida Husain,Untitled,15120,9000,11000,Signed Lower Right,1,33,24.1,,,N/A,Pastel / Paper,Works on Paper,Pastel,4,2/10/2008,2008,Saffron Art
Syed Haider Raza,Untitled,92000,80000,100000,Signed and Dated,1,78.7,62.2,,,1977,Acrylic / Canvas on board,Painting,Acrylic,6,2/10/2008,2008,Saffron Art
Ram Kumar,Untitled,26750,22920,29170,Signed and Dated,1,52.1,72.4,,,N/A,Acrylic / Paper,Works on Paper,Acrylic,7,2/10/2008,2008,Saffron Art
Ram Kumar,Untitled,87930,52090,62500,Signed and Dated,1,71.1,71.1,,,2000,Oil / Canvas,Painting,Oil,8,2/10/2008,2008,Saffron Art
Francis Newton Souza,Untitled,5700,2605,3650,Signed and Dated,1,30.5,20.3,,,1952,Ink / Paper,Works on Paper,Ink,9,2/10/2008,2008,Saffron Art
Francis Newton Souza,Untitled,35080,40000,50000,Signed and Dated,1,59.7,36.8,,,1955,Mixed Media / Paper,Mixed Media,Mixed Media,10,2/10/2008,2008,Saffron Art
Jagdish Swaminathan,Untitled,140880,125000,166670,Signed and Dated,1,108,69.8,,,1982,Oil / Canvas,Painting,Oil,12,2/10/2008,2008,Saffron Art
Akbar Padamsee,Untitled,276480,145840,187500,Signed and Dated,1,106.7,157.5,,,1996,Oil / Canvas,Painting,Oil,13,2/10/2008,2008,Saffron Art
B Prabha,Untitled,27030,25000,31250,Signed Lower Right,1,74.9,125.7,,,N/A,Oil / Canvas,Painting,Oil,14,2/10/2008,2008,Saffron Art
Himmat Shah,Untitled,8350,10420,12500,Inscribed,1,30.5,15.2,21.6,3 out of 5,N/A,Bronze,Sculpture,Metal,15,2/10/2008,2008,Saffron Art
K M Adimoolam,Terra-Incognita,9780,7300,9380,Signed and Dated,1,61,76.2,,,2005,Oil / Canvas,Painting,Oil,17,2/10/2008,2008,Saffron Art
Gulammohammed Sheikh,Speaking Tree,60380,70000,90000,Signed and Dated,1,209.6,165.1,,,1996,Oil / Canvas,Painting,Oil,18,2/10/2008,2008,Saffron Art
Arpita Singh,Couple Having Tea,184000,150000,180000,Signed and Dated,1,105.4,105.4,,,1992,Oil / Canvas,Painting,Oil,19,2/10/2008,2008,Saffron Art
Jogen Chowdhury,She (Untitled),14470,8340,10420,Signed and Dated,1,49.5,69.8,,,2006,Dry Pastel / Paper,Works on Paper,Pastel,20,2/10/2008,2008,Saffron Art
K Laxma Goud,Untitled,9780,6250,8340,Signed and Dated,1,25.4,34.3,,,2004,Mixed Media / Paper,Mixed Media,Mixed Media,21,2/10/2008,2008,Saffron Art
Manjit Bawa,Untitled,47150,52090,62500,Signed and Dated,1,73.7,66,,,2005,Oil / Canvas,Painting,Oil,23,2/10/2008,2008,Saffron Art
Subodh (Suman) Gupta,Untitled,283200,260420,364590,Signed on Reverse,1,165.1,227.3,,,N/A,Oil / Canvas,Painting,Oil,26,2/10/2008,2008,Saffron Art
Subodh (Suman) Gupta,Untitled,12690,10420,12500,Signed and Dated,1,110.5,148.6,,,2007,Pastel / Paper,Works on Paper,Pastel,28,2/10/2008,2008,Saffron Art
Shibu Natesan,Power Cut,28750,25000,30000,Signed and Dated,1,91.4,86.4,,,2005,Oil / Linen,Painting,Oil,29,2/10/2008,2008,Saffron Art
Ashim Purkayastha,Untitled,6040,4000,5000,Unavailable,0,53.3,73.7,,,N/A,Common pins / Board,Painting,Common Pins,30,2/10/2008,2008,Saffron Art
Sudhansu B Sutar,Untitled,16150,10420,12500,Signed and Dated,1,167.6,227.3,,,2008,Acrylic / Canvas,Painting,Acrylic,33,2/10/2008,2008,Saffron Art
TV Santhosh,Scars of an Ancient Error-I,66130,41670,52090,Signed and Dated,1,137.2,177.8,,,2006,Oil / Canvas,Painting,Oil,34,2/10/2008,2008,Saffron Art
Jagannath Panda,Untitled,34510,41670,52090,Signed and Dated,1,182.9,228.6,,,2007,Acrylic / Canvas,Painting,Acrylic,35,2/10/2008,2008,Saffron Art
Mithu Sen,Untitled,7190,7300,9380,Unavailable,0,90.2,55.9,,,N/A,Mixed Media / Paper on board,Mixed Media,Mixed Media,37,2/10/2008,2008,Saffron Art
G R Iranna,Song for Pace Kingdom (Diptych),40830,37500,45840,Signed and Dated,1,167.6,264.2,,,2008,Mixed Media / Canvas,Mixed Media,Mixed Media,38,2/10/2008,2008,Saffron Art
Chitra Ganesh,The Slow Burn (6 panels),38820,52090,62500,Unavailable,0,246.4,492.8,,,2008,Acrylic and mixed media / Panel,Mixed Media,Acrylic,40,2/10/2008,2008,Saffron Art
Thukral & Tagra,If Skin Irritation Occurs - Discontinue Use,29330,40000,50000,Signed and Dated,1,182.9,182.9,,,2007,Acrylic and oil / Canvas,Painting,Acrylic,41,2/10/2008,2008,Saffron Art
Ram Bali Chauhan,A) Bura Mat Bolo b) Bura Mat Dekho c) Bura Mat Suno (set of 3),3312,3125,4170,Signed and Dated,1,91.4,91.4,,,2008,Acrylic / Canvas,Painting,Acrylic,42,2/10/2008,2008,Saffron Art
Dhananjay Singh,Untitled,1840,525,730,Signed and Dated,1,76.2,57.1,,,2008,Watercolor / Paper,Works on Paper,Watercolor,43,2/10/2008,2008,Saffron Art
